Symbol|Issue_Name|Primary_Listing_Mkt
LMB|Limbach Holdings, Inc. Common Stock|NASDAQ
LMBHW|Limbach Holdings, Inc Warrant 07/20/2021|U
LMBS|First Trust Exchange-Traded Fund IV First Trust Low Duration Opportunities ETF|NASDAQ
LMCNF|Leagold Mng Corp Ordinary Shares|U
LMDCF|Lingo Media Corporation New Ordinary Shares (Canada)|U
LMEFF|Laurion Minerals Exploration Inc Ordinary Shares (Canada)|U
LMFA|LM Funding America, Inc. Common Stock|NASDAQ
LMFAW|LM Funding America, Inc. Warrant|NASDAQ
LMGDF|Lumina Gold Corp Common Stock (Canada)|U
LMGR|Light Management Group, Inc. Common Stock|U
LMHA|Legg Mason, Inc. 6.375% Junior Subordinated Notes due 2056|NYSE
LMHB|Legg Mason, Inc. 5.45% Junior Subordinated Notes due 2056|NYSE
LMHDF|Lem Holding Sa Plan Les Ouates Ordinary Shares Nom (Switzerland)|U
LMLB|ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN Series B due October 21, 2049|ARCA
LMLLF|PHARMADRUG INC Ordinary Shares|U
LMLP|ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN|ARCA
LMMFF|Lithium Australia NL Ordinary Shares (Australia)|U
LMMHF|Langham Hospitality Invts Ltd Ordinary Shares Stapled Unit (Hong Kong)|U
LMNGF|Lions Bay Mining Corporation Common Shares (Canada)|U
LMNK|Lifestyle Medical Network Inc. Common Stock|U
LMNL|Liminal BioSciences Inc. Common Shares|NASDAQ
LMNR|Limoneira Co Common Stock|NASDAQ
LMNX|Luminex Corporation Common Stock|NASDAQ
LMPMF|Lee & Man Paper Manufacturing Limited Ordinary Shares (Cayman Islands)|U
LMPMY|Lee & Man Paper Manufacturing Limited Sponsored ADR (China)|U
LMPRF|Lamprell PLC, Isle of Man Ordinary Shares (Isle of Man)|U
LMRK|Landmark Infrastructure Partners LP Common Units|NASDAQ
LMRKN|Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock|NASDAQ
LMRKO|Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%|NASDAQ
LMRKP|Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units|NASDAQ
LMRMF|Lomiko Metals Inc Ordinary Shares|U
LMRXF|Laramide Res Ltd Ordinary Shares|U
LMSAF|Ledesma Sa Agricola Industrial Lede Shs 1 Vote (Argentina)|U
LMSC|Live Microsystems, Inc. Common Stock|U
LMSMF|Maclos Capital, Inc. Ordinary Shares (Canada)|U
LMSQF|Latin Metals Inc Common Shares|U
LMST|Limestone Bancorp, Inc. Common Stock|NASDAQ
LMSZF|LMS Capital Plc Ordinary shares (United Kingdom)|U
LMT|Lockheed Martin Corp.|NYSE
LMTCF|Sona Nanotech Inc Common Shares|U
LMTI|Laser Master International, Inc. Common Stock|U
LMWW|LMWW Holdings, Inc Common Stock|U
LN|LINE Corporation|NYSE
LNC|Lincoln National Corp.|NYSE
LNCLF|Lincoln Gold Mng Inc Ordinary Shares|U
LND|BrasilAgro - Companhia Brasileira de Propriedades Agra?colas|NYSE
LNDC|Landec Corporation Common Stock (DE)|NASDAQ
LNDNF|Lundin Petroleum AB shs (Sweden)|U
LNDT|LianDi Clean Technology, Inc. Common Stock|U
LNDZF|Inspira Financial Inc Ordinary Shares|U
LNG|Cheniere Energy, Inc.|AMEX
LNGB|LONGBAU GROUP INC  Common Stock|U
LNGHY|Lai Fung Hldgs Ltd American Depositary Receipts - Sponsored (Cayman Islands)|U
LNGLF|Liquefied Natural Gas Ltd Ordinary shares (Australia)|U
LNGLY|Liquefied Natural Gas Ltd American Depositary Shares (Sponsored) (Australia)|U
LNGPF|Longfor Group Holdings Ltd Ordinary Shares|U
LNGR|Global X Funds Global X Longevity Thematic ETF|NASDAQ
LNGSF|Columbus Energy Resources PLC Ordinary Shares|U
LNGT|Laser Energetics, Inc. Common Stock|U
LNGYF|Esrey Resources Ltd. Common Shares|U
LNHBF|Lionhub Group Ltd Ordinary Shares (Australia)|U
LNKAY|Link Admin Hldgs Ltd Unsponsored ADR (Australia)|U
LNKE|Link Energy LLC Common Stock|U
LNKG|Link Group, Inc. (The) Common Stock|U
LNLHF|Leanlife Health Inc Common Shares|U
LNMIF|Lonmin plc Ordinary Shares|U
LNN|Lindsay Corporation|NYSE
LNNFF|Line Corp Ordinary Shares (Japan)|U
LNNGF|Li Ning Company Limited Ordinary Shares (Cayman Islands)|U
LNNGY|Li Ning Company Limited Unsponsored ADR (Cayman Islands)|U
LNNNF|Leoni AG Nuernberg Ordinary Shares (Germany)|U
LNNNY|Leoni AG Nuernberg Unsponsored ADR (Germany)|U
LNNTF|Linius Technologies Ltd Ordinary Shares (Australia)|U
LNPR|LNPR GROUP INC. Common Stock|U
LNSPF|London & Stamford Property PLC Ordinary Shares (United Kingdom)|U
LNSTY|LONDON STK EXCHANGE GROUP American Depositary Receipts - Unsponsored (United Kingdom)|U
LNT|Alliant Energy Corporation Common Stock|NASDAQ
LNTEF|Lintec Corp Ordinary Shares (Japan)|U
LNTH|Lantheus Holdings, Inc. Common Stock|NASDAQ
LNVGF|Lenovo Group Ltd  Ordinary Shares (Hong Kong)|U
LNVGY|Lenovo Group Ltd Sponsored ADR (Hong Kong)|U
LNXGF|Linux Gold Corporation Ordinary Shares (Canada)|U
LNXSF|Lanxess Ag Ordinary Shares (German Federal Republic)|U
LNXSY|Lanxess Ag Unsponsored American Depository Receipt (Germany Federal Republic)|U
LNXW|Lenox Wealth Management Inc. Common Stock|U
LNZNF|Lenzing Ag Ord Ordinary Shares|U
LOAC|Longevity Acquisition Corporation Ordinary Shares|NASDAQ
LOACR|Longevity Acquisition Corporation Right|NASDAQ
LOACU|Longevity Acquisition Corporation Units|NASDAQ
LOACW|Longevity Acquisition Corporation Warrant|NASDAQ
LOAN|Manhattan Bridge Capital, Inc|NASDAQ
LOB|Live Oak Bancshares, Inc. Common Stock|NASDAQ
LOCMQ|Local Corp Common Stock|U
LOCO|El Pollo Loco Holdings, Inc. Common Stock|NASDAQ
LODE|Comstock Mining Inc.|AMEX
LOFB|Leaf of Faith Beverage, Inc. Common Stock|U
LOGC|LogicBio Therapeutics, Inc. Common Stock|NASDAQ
LOGG|Lifelogger Technologies Corp. Common Stock|U
LOGI|Logitech International S.A. Ordinary Shares|NASDAQ
LOGL|Legend Oil and Gas, Ltd Common Stock|U
LOGM|LogMeIn, Inc. Common Stock|NASDAQ
LOGN|Logansport Financial Corp. Common Stock|U
LOGQ|Logicquest Technology, Inc. Common Stock|U
LOGX|PeerLogix, Inc. Common Stock|U
LOIMF|Loomis AB, Solna Class B Shares (Sweden)|U
LOIMY|Loomis AB, Solna Unsponsored ADR (Sweden)|U
LOKCF|Onenergy Inc Common Shares (Canada)|U
LOKNF|Lok N Store Group PLC Ordinary Shares (United Kingdom)|U
LOMA|Loma Negra Compania Industrial Argentina Sociedad Anonima American Depositary Shares (ADSs), each re|NYSE
LOMLF|Lion One Metals Ltd. Ordinary Shares (Canada)|U
LONCF|Loncor Resources Inc. Ordinary Shares|U
LONE|Lonestar Resources US Inc. Class A Common Stock|NASDAQ
LONKF|Lonking Holdings Ltd Ordinary Shares (Cayman Islands)|U
LOONF|Loon Energy Corp Common Shares (Canada)|U
LOOP|Loop Industries, Inc. Common Stock|NASDAQ
LOPE|Grand Canyon Education, Inc. Common Stock|NASDAQ
LOQPF|Accesso Technology Group Plc (United Kingdom)|U
LOR|Lazard World Dividend & Income Fund, Inc.|NYSE
LORL|Loral Space and Communications, Inc. Common Stock|NASDAQ
LOTBY|Lotus Bakeries NV Unsponsored American Depository Receipt (Germany Federal Republic)|U
LOTE|Lot78, Inc Common Stock|U
LOTTF|Lotte Corp Ordinary Shares|U
LOTZF|Lite-On Technology Corporation Ordinary Shares (Taiwan)|U
LOUIF|13 Holdings, Ltd. Ordinary Shares|U
LOUP|Innovator Loup Frontier Tech ETF|ARCA
LOV|Spark Networks SE American Depositary Shares (each representing one-tenth of an Ordinary Share)|AMEX
LOVE|The Lovesac Company Common Stock|NASDAQ
LOVFF|Cannara Biotech Inc Common Shares   Canada (CA)|U
LOVV|Love International Group, Inc.  Common Stock|U
LOW|Lowe's Companies Inc.|NYSE
LOWC|SPDR MSCI ACWI Low Carbon Target ETF|ARCA
LOWRF|Low & Bonar Plc Ordinary Shares|U
LPBC|Lincoln Park Bancorp Common Stock|U
LPCN|Lipocine Inc. Common Stock|NASDAQ
LPG|DORIAN LPG LTD|NYSE
LPHHF|Logan Property Holdings Company Limited Ordinary Shares (Cayman Islands)|U
LPHM|Lee Pharmaceuticals Common Stock|U
LPI|Laredo Petroleum, Inc.|NYSE
LPKFF|Lpkf Laser & Electronics Ag, Garbsen Ordinary Shares (Germany)|U
LPKGF|Lupaka Gold Corp Ordinary Shares (Canada)|U
LPL|LG Display Co. Ltd.|NYSE
LPLA|LPL Financial Holdings Inc. Common Stock|NASDAQ
LPMDF|Lippo Malls Indonesia Tr Units (Singapore)|U
LPOHF|Lapidoth Capital Ltd Rights (Israel)|U
LPPI|LEEP, Inc. Common Stock|U
LPPPF|LOOPSHARE LTD Ordinary Shares|U
LPPSY|LPP SA Unsponsored ADR (Poland)|U
LPRRF|Laurent Perrier Tours-Sur-Marne Act. Shares (France)|U
LPSIF|Legend Power Systems Inc Ordinary Shares|U
LPSN|LivePerson, Inc. Common Stock|NASDAQ
LPT|Liberty Property Trust|NYSE
LPTC|Le@p Technology Inc. Common Stock|U
LPTH|LightPath Technologies, Inc. Class A Common Stock|NASDAQ
LPTI|Longport Inc Common Stock|U
LPTX|Leap Therapeutics, Inc. Common Stock|NASDAQ
LPX|Louisiana-Pacific Corp.|NYSE
LQD|iShares iBoxx $ Investment Grade Corporate Bond ETF|ARCA
LQDA|Liquidia Technologies, Inc. Common Stock|NASDAQ
LQDH|iShares Interest Rate Hedged Corporate Bond ETF|ARCA
LQDI|iShares Inflation Hedged Corporate Bond ETF|BATS
LQDT|Liquidity Services, Inc. Common Stock|NASDAQ
LQMT|Liquidmetal Technologies, Inc. Common Stock|U
LQRCF|Black Mammoth Metals Corp (Canada) Common Shares|U
LQSIF|Alcanna Inc. Common Shares|U
LQWC|LifeQuest World Corporation Common Stock|U
LRAXF|Lara Exploration Ltd Common Shares (Canada)|U
LRCDF|Laurentian Bank Canada Que Ordinary Shares (Canada)|U
LRCFF|Lovitt Resources Inc Ordinary Shares (Canada)|U
LRCX|Lam Research Corporation Common Stock|NASDAQ
LRDC|Laredo Oil, Inc. Common Stock|U
LRDR|Laredo Resources Corp. Common Stock|U
LRENY|Lojas Renner S.A. Sponsored ADR (Brazil)|U
LRET|ETRACS Monthly Pay 2xLeveraged MSCI US REIT Index ETN|ARCA
LRGE|Legg Mason ETF Investment Trust ClearBridge Large Cap Growth ESG ETF|NASDAQ
LRGF|iShares Edge MSCI Multifactor USA ETF|ARCA
LRGR|Luminar Media Group, Inc. Common Stock|U
LRLCF|L'Oreal Co. ACT (France)|U
LRLCY|L'Oreal Co. American Depositary Shares|U
LRN|K12, Inc, Common Stock|NYSE
LRNT|Lorain Telecom Corp Unclassified|U
LRSNF|Global Health Clinics Ltd Ordinary Shares|U
LRSV|Link Reservations Inc. Common Stock|U
LRTEF|Lanesborough Real Estate Invt TR Common Shares (Canada)|U
LRTNF|Pure Gold Mining, Inc. Ordinary Shares (Canada)|U
LRTTF|Liberty One Lithium Corp. Ordinary Shares (Canada)|U
LSAF|LeaderShares AlphaFactor US Core Equity ETF|ARCA
LSAL|LaSalle Brands Corporation Common Stock|U
LSANF|Los Andes Copper Limited Common Shares (Canada)|U
LSBK|Lake Shore Bancorp, Inc. Common Stock|NASDAQ
LSCC|Lattice Semiconductor Corporation Common Stock|NASDAQ
LSCG|Lighting Science Group Corporation Common Stock|U
LSDAF|Lassonde Inds Inc Cl A Ordinary Shares|U
LSFG|Lifestore Financial Group, Inc. Common Stock|U
LSGEF|STARR PEAK EXPL LTD  Ordinary Shares|U
LSGOF|Land Securities Group Plc Common Shares|U
LSI|Life Storage, Inc.|NYSE
LSIHF|Lai Sun Intl Garment (F) Ordinary Shares|U
LSIIF|Lisi Ordinary shares (France)|U
LSKA|Liska Biometry, Inc. Common Stock|U
LSLCF|Lachlan Star Ltd Ordinary Shares|U
LSLGF|LaSalle Logiport REIT Ordinary Shares (Japan)|U
LSLPF|LSL Property Services, PLC, Newcastle Upon Tyne Ordinary Shares (United Kingdom)|U
LSLT|Salt Low truBeta US Market ETF|BATS
LSMG|Lode-Star Mining Inc. Common Stock|U
LSMJ|LeaseSmart, Inc. Common Stock|U
LSMLF|Lodestar Minerals Ltd Ordinary shares (Australia)|U
LSMNF|LASTMINUTE COM N V Common Shares Netherlands(NL )|U
LSNVY|Lai Sun Dev Co Ltd American Depositary Receipts - Sponsored (Hong Kong)|U
LSRCF|Lasertec Corp Ordinary Shares (Japan)|U
LSSDF|Landscape Acquisition Holdings Ltd Wt Pur Ord Shs Expires 11/23/2022 (Virgin Islands British)|U
LSST|Natixis Loomis Sayles Short Duration Income ETF|ARCA
LSTR|Landstar System, Inc. Common Stock|NASDAQ
LSTYF|Lifestyle China Group Ltd Ordinary Shares (Cayman Islands)|U
LSXMA|Liberty Media Corporation Series A Liberty SiriusXM Common Stock|NASDAQ
LSXMB|Liberty Media Corporation Series B Liberty SiriusXM Common Stock|NASDAQ
LSXMK|Liberty Media Corporation Series C Liberty SiriusXM Common Stock|NASDAQ
LSYN|Liberated Syndication Inc Common Stock|U
LTBR|Lightbridge Corporation Common Stock|NASDAQ
LTC|LTC Properties, Inc.|NYSE
LTCCF|LITE ACCESS TECHNOLOGIES INC Ordinary Shares (Canada)|U
LTCP|Life's Time Capsule Services, Inc. Common Stock|U
LTDBF|Bell Food Group AG Common Shares|U
LTDH|Living 3D Holdings, Inc. Common Stock|U
LTEC|LOUD Technologies Inc. Common Stock|U
LTELF|LS Telcom AG Lichtenau Ordinary Shares   Germany Federal Republic (DE)|U
LTFD|Littlefield Corporation Common Stock|U
LTGHF|Life Healthcare Group Holdings Ltd Ordinary Shares (South Africa)|U
LTGHY|Life Healthcare Group Holdings Ltd Unsponsored ADR (South Africa)|U
LTGJ|Xiamen Lutong International Travel Agency Co., Ltd. Common Stock|U
LTHHF|Lithium Pwr Intl Ltd Ordinary Shares (Australia)|U
LTHIF|InZinc Mining Ltd. Ordinary Shares (Canada)|U
LTHM|Livent Corporation|NYSE
LTHO|Legacy Technology Holdings, Inc. Common Stock|U
LTHUQ|Lithium Technology Corporation New Common Stock|U
LTKBF|Logistec Corp Class B Subordinate Voting Shares (Canada)|U
LTL|ProShares Ultra Telecommunications|ARCA
LTM|LATAM Airlines Group S.A American Depositary Shares (Each representing 1 Common Share)|NYSE
LTMCF|Lithium Chile Inc Ordinary Shares (Canada)|U
LTMP|Alltemp, Inc. Common Stock|U
LTNC|Labor Smart Inc Common Stock|U
LTOUF|Larsen & Toubro Ltd Sponsored GDR Representing 1 Share Reg S(India)|U
LTPZ|PIMCO 15+ Year U.S. TIPS Index Exchange-Traded Fund|ARCA
LTRE|Learning Tree International, Inc.|U
LTRPA|Liberty TripAdvisor Holdings, Inc. Series A Common Stock|NASDAQ
LTRPB|Liberty TripAdvisor Holdings, Inc. Series B Common Stock|NASDAQ
LTRX|Lantronix, Inc. Common Stock|NASDAQ
LTS|Ladenburg Thalmann Financial Services Inc|AMEX
LTS PRA|Ladenburg Thalmann Financial Services Inc. 8.00% Series A|AMEX
LTSC|Lightscape Technologies Inc. Common Stock|U
LTSF|Ladenburg Thalmann Financial Services Inc. 7.00% Senior Notes due 2028|AMEX
LTSH|Ladenburg Thalmann Financial Services Inc. 7.75% Senior Notes due 2029|AMEX
LTSK|Ladenburg Thalmann Financial Services Inc. 7.25% Senior Notes due 2028|AMEX
LTSL|Ladenburg Thalmann Financial Services Inc. 6.50% Senior Notes due 2027|AMEX
LTSSF|Lotus Bakeries NV Ordinary Shares (Belgium)|U
LTTC|Lattice Incorporated Common Stock|U
LTTGF|LottoGopher Holdings, Inc. Ordinary Shares|U
LTTHF|Learning Technologies Group PLC Ordinary Shares (United Kingdom)|U
LTTSF|Lotus Ventures Inc Ordinary Shares (Canada)|U
LTTTF|Lotte Chilsung Beverage Co Ltd Pfd Shs Non Voting (S. Korea)|U
LTTZF|Lotte Confectionery Co Ltd Preference Shares|U
LTUC|Little Sioux Corn Processors LLC Membership Unit Class C|U
LTUM|Lithium Corporation. Common Stock|U
LTUS|Lotus Pharmaceuticals, Inc. Common Stock|U
LUB|Luby's Inc.|NYSE
LUCAF|Lucas Bols NV Ordinary Shares (Netherlands)|U
LUCC|Luca, Inc. Common Stock|U
LUCRF|Lucara Diamond Corporation Ordinary Shares (Canada)|U
LUDG|Ludwig Enterprises Inc. Common stock|U
LUKOY|PJSC Lukoil American Depositary Receipts - Sponsored|U
LULU|lululemon athletica inc. Common Stock|NASDAQ
LUMB|Lumbee Guaranty Bank Pembroke NC Common Stock|U
LUMIF|Luminex Res Corp Common Shares|U
LUNA|Luna Innovations Incorporated Common Stock|NASDAQ
LUNCF|Lundin Mining Corp Shares Swedish Depository Receipt (Canada)|U
LUNMF|Lundin Mining Corporation Common Shares (Canada)|U
LUPAQ|Lupatech S A American Depositary Receipts - Sponsored|U
LUPEY|Lundin Petroleum AB American Depositary Receipts - Sponsored|U
LUPGF|Loopup Group Plc Ordinary Shares 0.005 (UK)|U
LUSI|MMA Global, Inc. Common Stock|U
LUV|Southwest Airlines Co.|NYSE
LUVU|Luvu Brands, Inc. Common Stock|U
LVBX|LevelBlox, Inc. Common Stock|U
LVCA|Lake Victoria Mining Company, Inc. Common Stock|U
LVCC|Las Vegas Central Reservations Corporation Common Stock|U
LVCLF|Living Cell Technologies Ltd Ordinary Shares (Australia)|U
LVCLY|Living Cell Technologies Ltd Sponsored ADR (Australia)|U
LVCNF|Leviathan Cannabis Group Inc Common Stock|U
LVGI|Limitless Venture Group Inc. Common Stock|U
LVGO|Livongo Health, Inc. Common Stock|NASDAQ
LVHB|Innovator Lunt Low Vol/High Beta Tactical ETF|BATS
LVHD|Legg Mason ETF Investment Trust Legg Mason Low Volatility High Dividend ETF|NASDAQ
LVHE|Legg Mason Emerging Markets Low Volatility High Dividend ETF|BATS
LVHI|Legg Mason International Low Volatility High Dividend ETF|BATS
LVIFF|NutryFarm International Ltd. Common Shares|U
LVISF|Levi Strauss Japan (F) Ordinary Shares|U
LVL|Invesco S&P Global Dividend Opportunities Index ETF|ARCA
LVLV|Level Vision Electronics, Ltd. Common Stock|U
LVMHF|LVMH Moet Hennessy Louis Vuitton Ordinary Shares|U
LVMRF|Livermore Investments Group Ltd, Road Town Ordinary Share Shs (Virgin Islands)|U
LVMUY|LVMH Moet Hennessy Louis Vuitton Unsponsored American Depositary Receipt (France)|U
LVNSF|Leonovus, Inc. Ordinary Shares (Canada)|U
LVRLF|CordovaCann Corp. Common Shares|U
LVRP|Liverpool Group Inc Common Stock|U
LVS|Las Vegas Sands Corp.|NYSE
LVSDF|Lai Sun Development Co., Ltd. Ordinary Shares|U
LVTSF|Livetiles Ltd Ordinary Shares   (Australia)|U
LVUS|Hartford Multifactor Low Volatility US Equity ETF|BATS
LVVEF|Globalive Technology Inc Ordinary Shares (Canada)|U
LVVV|Livewire Ergogenics, Inc.  Common Stock|U
LVWD|LiveWorld, Inc. Common Stock|U
LVXI|Las Vegas Xpress, Inc. Common Stock|U
LVYN|Lvyuan Green Building Material Technology Corp. Common Stock|U
LVZPF|Livzon Pharmaceutical Group Inc Ordinary Shares (China)|U
LW|Lamb Weston Holdings, Inc.|NYSE
LWAY|Lifeway Foods, Inc. Common Stock|NASDAQ
LWCL|Lewis & Clark Bank Common|U
LWCTF|LCTI Low Carbon Technologies, Inc. Shs (Canada)|U
LWEL|Luckwel Pharmaceuticals Inc. Common Stock|U
LWLG|Lightwave Logic, Inc. Common Stock|U
LWLW|Longwen Group Corp. Common Stock|U
LWSCF|SIENNA SR LIVING INC  Common Shares|U
LWSOF|Lawson Inc Ordinary Shares|U
LWWLY|Lawson Inc American Depositary Receipts - Unsponsored (Japan)|U
LX|LexinFintech Holdings Ltd. American Depositary Shares|NASDAQ
LXAM|Lux Amber Corporation Common Stock|U
LXENF|Lithium Energi Exploration Inc. Ordinary Shares (Canada)|U
LXFR|Luxfer Holdings PLC Ordinary Shares|NYSE
LXGTF|Lexington Biosciences Inc Ordinary Shares|U
LXILF|LXI REIT PLC ORD (United Kingdom)|U
LXLLF|Eureka 93 Inc Ordinary Shares|U
LXP|Lexington Realty Trust|NYSE
LXP PRC|Lxngtn.Realty Trust 6.5% Ser. C Cum. Cnvrtbl.|NYSE
LXRAW|Lxrandco Inc Warrant  06/09/2022 (Canada CA)|U
LXRP|Lexaria Bioscience Corp. Common Stock|U
LXRRF|Luxor Industrial Corp Ordinary Shares|U
LXRX|Lexicon Pharmaceuticals, Inc. Common Stock|NASDAQ
LXU|LSB INDUSTRIES INC|NYSE
LXXGF|Lexagene Hldgs Inc Ordinary Shares (Canada)|U
LYB|LyondellBasell Industries N.V. Class A|NYSE
LYBC|Lyons Bancorp, Inc. Common Stock|U
LYDIF|Lydian International Ltd. Ordinary Shares (Jersey)|U
LYFT|Lyft, Inc. Class A Common Stock|NASDAQ
LYG|Lloyds Banking Group PLC|NYSE
LYJN|Lyric Jeans, Inc. Common Stock|U
LYKTF|Luckytex Thailand Public Co., Ltd. Units Non-Voting Depository Receipt (Thailand)|U
LYL|Dragon Victory International Limited Ordinary Shares|NASDAQ
LYLP|LoyaltyPoint, Inc. Common Stock|U
LYNS|Lightyear Network Solutions, Inc.  Common Stock|U
LYOPF|Lycopodium LTD Ordinary Shares (Austrailia)|U
LYPHF|Luye Pharma Group LTD Common Shares  Bermuda (BM)|U
LYRTF|CIRRUS NETWORKS HLDGS LTD Ordinary Shares|U
LYSCF|Lynas Corporation Ltd Ordinary Shares|U
LYSDY|Lynas Corporation Ltd American Depositary Receipts - Sponsored|U
LYSFF|Leroy Seafood Group Asa Ordinary Shares (Norway)|U
LYSFY|Leroy Seafood Group Asa Unsponsored ADR (Norway)|U
LYTS|LSI Industries Inc. Common Stock|NASDAQ
LYV|Live Nation Entertainment Inc.|NYSE
LYXIF|Lyxor International Asset Management FCP Units A  (France)|U
LYXMF|LYXOR EURO STOXX 50 DR UCITS ETF FCP Ordinary Shares|U
LYXRF|Lyxor International Asset Mgmt CAC 40 Master Unit ETF Units -D- of Distribution (France)|U
LYXXF|Lyxor Ucits ETF MSCI AC Asia PAC Ex Japan FCP Units D Eur of Cap ET/OU (France)|U
LYYXF|Lyxor International Asset Management FCP Units D Eur of Capitalisation ET/OU (France)|U
LZAGF|Lonza Group Ag Zuerich Namen AKT (Switzerland(|U
LZAGY|Lonza Group Ag Zuerich Unsponsored ADR (Switzerland)|U
LZB|La-Z-Boy Incorporated|NYSE
LZENF|Lizhan Environmental Corporation Ordinary Shares|U
LZGI|LZG International Inc Common Stock|U
LZNN|Lazuriton Nano Biotechnology USA Inc Common Stock|U
LZRFY|Localiza Rent A Car Sa Sponsored ADR (Brazil)|U
M|Macy's Inc.|NYSE
MA|Mastercard Incorporated|NYSE
MAA|Mid-America Apartment Communities, Inc.|NYSE
MAA PRI|Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock|NYSE
MAAFF|Magindustries Corp Ordinary Shares (Canada)|U
MAAL|Marketing Alliance Inc Common Stock|U
MAANF|Maanshan Iron & Steel Co Ltd Shares H (China)|U
MAASF|Matas A S Ordinary Shares (Denmark)|U
MAAX|VanEck Vectors Municipal Allocation ETF|BATS
MABHF|Mortgage Advice Bureau Holdings Ltd Common Stock (United Kingdom)|U
MAC|The Macerich Company|NYSE
MACE|Mace Security International, Inc. Common Stock|U
MACK|Merrimack Pharmaceuticals, Inc. Common Stock|NASDAQ
MACQF|Themac Resources Group Limited Ordinary Shares (Canada)|U
MACRD|Virtual Interactive Technologies Corp. Common Stock|U
MADI|Madison Systems Inc Common Stock|U
MAEOY|Manila Elec Co Unsponsored ADR(Phillippines)|U
MAG|MAG Silver Corp.|AMEX
MAGA|Point Bridge GOP Stock Tracker ETF|BATS
MAGAA|Magna-Lab Inc. Class A Common Stock|U
MAGE|Magellan Gold Corporation Common Stock|U
MAGOF|Man SE Ordinary Shares (Germany)|U
MAGOY|Man SE Unsponsored ADR (Germany)|U
MAGP|Magplane Technology, Inc. Common Stock|U
MAGS|Magal Security Systems Ltd. Ordinary Shares|NASDAQ
MAHI|Monarch Services, Inc. Common Stock|U
MAHLY|Medipal Holdings Corp Unsponsored ADR (Japan)|U
MAHMF|Mahindra & Mahindra Ltd Reg S GDR (India)|U
MAHN|Mid-Atlantic Home Health Network Inc Common Stock|U
MAIFF|Minera Alamos, Inc. Ordinary Shares (Canada)|U
MAIN|Main Street Capital Corporation|NYSE
MAJCQ|Majestic Capital. Ltd.|U
MAJJ|Michael Anthony Jewelers, Inc. New Common Stock|U
MAKE|Makepeace A D Co Common Stock|U
MAKOF|Mako Mng Corp Common Shares|U
MAKSF|Marks and Spencer Group plc Ordinary Shares|U
MAKSY|Marks and Spencer Group plc American Depositary Shares|U
MALDF|Macau Legend Development Ltd. HKD Ordinary Shares (Cayman Islands)|U
MALJF|Magellan Aerospace Corporation Ordinary Shares|U
MALRF|Mineral Resources Ltd. Ordinary Shares|U
MALRY|Mineral Resources Ltd. Unsponsored ADR (Austrailia)|U
MAMP|MedAmerica Properties Inc. Common Stock|U
MAMTF|Mcan Mortgage Corp Common Shares (Canada)|U
MAN|ManpowerGroup|NYSE
MANH|Manhattan Associates, Inc. Common Stock|NASDAQ
MANR|Manor Natl Bk Manor Pa Common Stock|U
MANT|ManTech International Corporation Common Stock $0.01 Par Value|NASDAQ
MANU|MANCHESTER UNITED PLC|NYSE
MANZF|Manz Automation Ag, Reutlingen Ordinary shares (Germany)|U
MAOGY|Man SE Shs Unsponsored American Depository Receipt (Germany Federal Republic)|U
MAOMF|Maudore Minerals Ltd Ordinary Shares (Canada)|U
MAORF|Mandarin Oriental Intl Ltd Pfd Ordinary Shares|U
MAOTF|Maroc Telecom Shares Itissalat Al-Maghrib (France)|U
MAPGF|Mapletree Logistics Trust Units Real Estate Investment Trust (Singapore)|U
MAPIF|Mapletree Industrial Trust, Singapore Units Real Estate Investment Trust (Singapore)|U
MAPL|Maple Press Co Common Stock|U
MAQAF|Atlas Arteria Ltd Ordinary Shares|U
MAR|Marriott International Class A Common Stock|NASDAQ
MARA|Marathon Patent Group, Inc. Common Stock|NASDAQ
MARFF|Margaux Resources Ltd Ordinary Shares (Canada)|U
MARK|Remark Holdings, Inc. Common Stock|NASDAQ
MARPS|Marine Petroleum Trust Units of Beneficial Interest|NASDAQ
MARUF|Marubeni Corp Ord Ordinary Shares|U
MARUY|Marubeni Corp Ord American Depositary Shares|U
MARXF|Marenica Energy Ltd Ordinary Shares|U
MARZF|Marston's PLC Ordinary Shares (United Kingdom)|U
MAS|Masco Corporation|NYSE
MASI|Masimo Corporation Common Stock|NASDAQ
MAT|Mattel, Inc. Common Stock|NASDAQ
MATN|Mateon Therapeutics Inc Common Stock|U
MATW|Matthews International Corporation Class A Common Stock|NASDAQ
MATX|Matsons, Inc.|NYSE
MAURF|Marui Group Co Ltd Ordinary Shares (Japan)|U
MAURY|Marui Group Co Ltd ADR (Japan)|U
MAUSY|Matsui Securities Company Ltd Tokyo Unsponsored American Depositary Receipt|U
MAV|Pioneer Municipal High Income Advantage Trust|NYSE
MAVBF|Mav Beauty Brands Inc Common Shares (Canada)|U
MAWHF|Man Wah Holdings Limited New Ordinary Shares (Bermuda)|U
